Title	Author	Genres	Rate	Count	Url
Ta Cùng Nữ Chủ Đều Thật Thơm	Bát Phương Lai Điện	Bách Hợp, Xuyên Không, Trọng Sinh, Cổ Đại, Khác	8.4	46	https://truyenfull.vision/ta-cung-nu-chu-deu-that-thom
Cậu Ấy Nhận Ra Tôi	Lạc Khê Nhi	Ngôn Tình, Trọng Sinh, Khác, Đoản Văn, Hệ Thống	8.4	40	https://truyenfull.vision/cau-ay-nhan-ra-toi
Sự Nghiệp Thế Thân Của Thẩm Thụy Thụy	Tử Noãn	Trọng Sinh, Hài Hước, Cổ Đại, Khác	8.4	18	https://truyenfull.vision/su-nghiep-the-than-cua-tham-thuy-thuy
Tôi Mang Theo Mãn Cấp Vật Tư Xuyên Về Quá Khứ	An Tiểu Quy	Ngôn Tình, Xuyên Không, Trọng Sinh, Điền Văn, Sủng	8.4	16	https://truyenfull.vision/toi-mang-theo-man-cap-vat-tu-xuyen-ve-qua-khu
Vì Nàng, Ta Không Ngại Luân Hồi	Tiểu Thất Tế Tử	Ngôn Tình, Trọng Sinh, Sủng	8.4	13	https://truyenfull.vision/vi-nang-ta-khong-ngai-luan-hoi
Tái Sinh Trong Cơn Hận - Zhihu	Zhihu	Trọng Sinh, Khác, Đoản Văn	8.4	13	https://truyenfull.vision/tai-sinh-trong-con-han-zhihu
Giả Thiên Kim - Mộng Nam Sương	Mộng Nam Sương	Đô Thị, Trọng Sinh, Hệ Thống	8.4	9	https://truyenfull.vision/gia-thien-kim-mong-nam-suong
Trùng Sinh Cao Môn Đích Nữ	Tần Giản	Ngôn Tình, Trọng Sinh, Cổ Đại	8.3	688	https://truyenfull.vision/trung-sinh-cao-mon-dich-nu
Con Đường Sủng Hậu (Sủng Hậu Chi Lộ)	Tiếu Giai Nhân	Ngôn Tình, Trọng Sinh, Cung Đấu, Điền Văn, Cổ Đại	8.3	658	https://truyenfull.vision/con-duong-sung-hau-sung-hau-chi-lo
Mối Tình Đầu Của Giáo Bá	Khương Chi Ngư	Ngôn Tình, Đô Thị, Trọng Sinh, Sủng	8.3	381	https://truyenfull.vision/moi-tinh-dau-cua-giao-ba
Cổ Đại Thí Hôn (Cổ Đại Thử Cưới)	Tử Y 281	Ngôn Tình, Xuyên Không, Trọng Sinh, Gia Đấu, Hài Hước, Cổ Đại	8.3	365	https://truyenfull.vision/co-dai-thi-hon-co-dai-thu-cuoi
Ngô Gia Kiều Thê	Mạt Trà Khúc Kỳ	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.3	348	https://truyenfull.vision/ngo-gia-kieu-the
Anh Hai Boss, Đừng Nghịch Lửa	Cửu Trọng Điện	Ngôn Tình, Trọng Sinh	8.3	245	https://truyenfull.vision/anh-hai-boss-dung-nghich-lua
Sau Khi Xuyên Thành Nữ Chính Tiểu Bạch Hoa	Sơn Hữu Thanh Mộc	Ngôn Tình, Xuyên Không, Trọng Sinh, Ngược, Sủng	8.3	243	https://truyenfull.vision/sau-khi-xuyen-thanh-nu-chinh-tieu-bach-hoa
Đức Dương Quận Chúa	Thâm Hải Lý Đích Vân Đóa	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.3	228	https://truyenfull.vision/duc-duong-quan-chua
Gia Cát Linh Ẩn	Cửu Dã Thần Tây	Lịch Sử, Xuyên Không, Trọng Sinh, Cung Đấu, Cổ Đại	8.3	225	https://truyenfull.vision/gia-cat-linh-an
Hoàng Hậu Xinh Đẹp Ác Độc	Vũ Cách Nguyệt	Ngôn Tình, Trọng Sinh, Cổ Đại, Ngược	8.3	201	https://truyenfull.vision/hoang-hau-xinh-dep-ac-doc
Hôn Lễ Của Chúng Ta	小柒崽子	Ngôn Tình, Xuyên Không, Trọng Sinh, Ngược, Khác, Sủng	8.3	169	https://truyenfull.vision/hon-le-cua-chung-ta
Đại Tranh Chi Thế	Nguyệt Quan	Quân Sự, Lịch Sử, Xuyên Không, Trọng Sinh, Cổ Đại	8.3	148	https://truyenfull.vision/dai-tranh-chi-the
Trạch Nam Hoàng Kim	Lê Tiêm	Ngôn Tình, Trọng Sinh	8.3	139	https://truyenfull.vision/trach-nam-hoang-kim
Phế Hậu Xoay Người Ký	Hồi Sênh	Ngôn Tình, Trọng Sinh, Cung Đấu, Nữ Cường, Cổ Đại	8.3	106	https://truyenfull.vision/phe-hau-xoay-nguoi-ky
Chí Tôn Đào Phi	Nặc Nặc Bảo Bối	Xuyên Không, Trọng Sinh	8.3	102	https://truyenfull.vision/chi-ton-dao-phi
Anh Lính Là Người Chồng Tốt	Túy Tiểu Tiên	Ngôn Tình, Đô Thị, Trọng Sinh	8.3	100	https://truyenfull.vision/anh-linh-la-nguoi-chong-tot
Ta Không Thể Lại Thương Tiếc Một Tên Yêu Quỷ	Đằng La Vi Chi	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại, Ngược, Nữ Phụ	8.3	74	https://truyenfull.vision/ta-khong-the-lai-thuong-tiec-mot-ten-yeu-quy
Xuyên Sách Chi Phù Mộng Tam Sinh	Thời vi Nguyệt Thượng	Tiên Hiệp, Bách Hợp, Trọng Sinh, Sủng	8.3	71	https://truyenfull.vision/xuyen-sach-chi-phu-mong-tam-sinh
Tiên Tử Xin Tự Trọng	Cơ Xoa	Tiên Hiệp, Trọng Sinh	8.3	70	https://truyenfull.vision/tien-tu-xin-tu-trong
(Quyển 3) Bà Đây Đem Vai Ác Dương Oai	Mặc Linh	Ngôn Tình, Huyền Huyễn, Xuyên Không, Trọng Sinh, Nữ Cường, Hài Hước, Cổ Đại, Khác, Sủng	8.3	67	https://truyenfull.vision/quyen-3-ba-day-dem-vai-ac-duong-oai
Nữ Thần Thần Kinh Đến Từ Vì Sao	Thanh Việt Lưu Ca	Ngôn Tình, Trọng Sinh, Nữ Cường	8.3	66	https://truyenfull.vision/nu-than-than-kinh-den-tu-vi-sao
Tử Khí Đông Lai	Cửu Lam	Trọng Sinh, Cổ Đại	8.3	63	https://truyenfull.vision/tu-khi-dong-lai
Trọng Sinh Lý Mạc Sầu	A Đậu	Kiếm Hiệp, Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại	8.3	51	https://truyenfull.vision/trong-sinh-ly-mac-sau
Đế Hậu Hồi Xuân	Hàm Kỳ	Ngôn Tình, Trọng Sinh, Hài Hước, Cổ Đại	8.3	50	https://truyenfull.vision/de-hau-hoi-xuan
Tái Sinh	Zhihu	Đô Thị, Trọng Sinh, Ngược, Khác, Đoản Văn	8.3	45	https://truyenfull.vision/tai-sinh-zhihu
Hoán Phong Hoa	Một Tách Trà	Trọng Sinh, Cổ Đại, Khác, Đoản Văn	8.3	44	https://truyenfull.vision/hoan-phong-hoa
Công Chúa Kim Ngọc Tại Ngoại	Ma An	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	8.3	40	https://truyenfull.vision/cong-chua-kim-ngoc-tai-ngoai
Thập Niên 60: Quân Tẩu Dựa Vào Nuôi Con Đi Lên Đỉnh Cao Nhân Sinh	Lạc Thiển Thiển	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Cường, Điền Văn, Sủng	8.3	38	https://truyenfull.vision/thap-nien-60-quan-tau-dua-vao-nuoi-con-di-len-dinh-cao-nhan-sinh
Phu Quân Trùng Sinh - Kiều Mộc Kiều	Kiều Mộc Kiều	Ngôn Tình, Trọng Sinh, Gia Đấu	8.3	14	https://truyenfull.vision/phu-quan-trung-sinh-kieu-moc-kieu
Phế Sài Muốn Nghịch Thiên: Ma Đế Cuồng Phi	Tiêu Thất Gia	Ngôn Tình, Dị Giới, Huyền Huyễn, Trọng Sinh, Nữ Cường, Cổ Đại	8.2	774	https://truyenfull.vision/phe-sai-muon-nghich-thien-ma-de-cuong-phi
Độc Thê Của Hoạn Quan Có Thai	Yên Vĩ Hồ	Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	8.2	629	https://truyenfull.vision/doc-the-cua-hoan-quan-co-thai
Tiến Công Sủng Phi	Thịnh Thế Thanh Ca	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	8.2	534	https://truyenfull.vision/tien-cong-sung-phi
Cưới Em Rồi Để Em Yêu Anh	Tuyết Mặc	Ngôn Tình, Trọng Sinh, Sủng	8.2	436	https://truyenfull.vision/cuoi-em-roi-de-em-yeu-anh
Tiệm Hoa Của Tô Anh	Duy Khách	Ngôn Tình, Trọng Sinh, Dị Năng, Ngược	8.2	411	https://truyenfull.vision/tiem-hoa-cua-to-anh
Độc Chiếm Vợ Trước: Hàn Thiếu, Sủng Tận Trời	Nguyệt Lưu Hương	Ngôn Tình, Trọng Sinh, Sủng	8.2	405	https://truyenfull.vision/doc-chiem-vo-truoc-han-thieu-sung-tan-troi
Hoàng Cưới	Tiếu Giai Nhân	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại, Sủng	8.2	370	https://truyenfull.vision/hoang-cuoi
Nhặt Nhầm Nam Thần	Mèo Lười Ngủ Ngày	Ngôn Tình, Trọng Sinh	8.2	342	https://truyenfull.vision/nhat-nham-nam-than
Mỗi Lần Sống Lại Đều Yêu Nàng Từ Cái Nhìn Đầu Tiên	Tống Mặc Quy	Ngôn Tình, Trọng Sinh, Hài Hước, Xuyên Nhanh	8.2	286	https://truyenfull.vision/moi-lan-song-lai-deu-yeu-nang-tu-cai-nhin-dau-tien
Quý Nữ Khó Cầu	Thiên Sơn Trà Khách	Lịch Sử, Xuyên Không, Trọng Sinh, Nữ Cường	8.2	274	https://truyenfull.vision/quy-nu-kho-cau
Quyến Rũ Yêu Nghiệt Thủ Trưởng	Độc Cô Cầu Yêu	Ngôn Tình, Trọng Sinh	8.2	271	https://truyenfull.vision/quyen-ru-yeu-nghiet-thu-truong
Trọng Sinh Đích Nữ Cuồng Hậu	Thủy Thanh Thiển	Lịch Sử, Trọng Sinh, Nữ Cường, Gia Đấu	8.2	251	https://truyenfull.vision/trong-sinh-dich-nu-cuong-hau
Xuyên Về Thời Niên Thiếu Của Bạn Trai	Thập Nhất Cô Đảo	Ngôn Tình, Trọng Sinh, Sủng	8.2	244	https://truyenfull.vision/xuyen-ve-thoi-nien-thieu-cua-ban-trai
Tào Tặc	Canh Tân	Quân Sự, Lịch Sử, Xuyên Không, Trọng Sinh	8.2	217	https://truyenfull.vision/tao-tac
Cuộc Sống Hạnh Phúc Sau Khi Trọng Sinh	Tiểu Cá Bạc	Ngôn Tình, Trọng Sinh	8.2	214	https://truyenfull.vision/cuoc-song-hanh-phuc-sau-khi-trong-sinh
Trở Về Trước Khi Phu Quân Chết Trận	Mộc Yêu Nhiêu	Ngôn Tình, Trọng Sinh, Cổ Đại	8.2	178	https://truyenfull.vision/tro-ve-truoc-khi-phu-quan-chet-tran
Hiền Thê Xui Xẻo	Vụ Thỉ Dực	Ngôn Tình, Trọng Sinh, Cổ Đại	8.2	169	https://truyenfull.vision/hien-the-xui-xeo
Cuộc Sống Hạnh Phúc Của Tiểu Nương Tử	Ngư Mông	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại	8.2	167	https://truyenfull.vision/cuoc-song-hanh-phuc-cua-tieu-nuong-tu
Trùng Sinh Sủng Vợ Hàng Ngày	Thành Nam Hoa Khai	Ngôn Tình, Trọng Sinh, Sủng	8.2	155	https://truyenfull.vision/trung-sinh-sung-vo-hang-ngay
Quỷ Hoàng Phi	Sương Hoa	Huyền Huyễn, Lịch Sử, Xuyên Không, Trọng Sinh, Cung Đấu	8.2	149	https://truyenfull.vision/quy-hoang-phi
Sống Lại Làm Em Gái Quốc Dân - Tiêu Nhất Thất	Tiêu Nhất Thất	Trọng Sinh, Khác, Sủng	8.2	131	https://truyenfull.vision/song-lai-lam-em-gai-quoc-dan-tieu-nhat-that
Nhật Kí Cô Quý Cưng Chồng	Giang La La	Ngôn Tình, Trọng Sinh	8.2	131	https://truyenfull.vision/nhat-ki-co-quy-cung-chong
Hắc Liên Hoa Nở Rộ	Hoa Điêu Cửu	Ngôn Tình, Trọng Sinh	8.2	130	https://truyenfull.vision/hac-lien-hoa-no-ro
Cửu Mệnh Hoàng Tử Phi	Thiên Tầm	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại	8.2	120	https://truyenfull.vision/cuu-menh-hoang-tu-phi
Siêu Mẫu	Hồ Ly Xù Lông	Ngôn Tình, Đô Thị, Trọng Sinh	8.2	117	https://truyenfull.vision/sieu-mau
Bàn Ti Động 38 Hào	Vệ Phong	Tiên Hiệp, Ngôn Tình, Huyền Huyễn, Trọng Sinh, Hài Hước, Cổ Đại	8.2	93	https://truyenfull.vision/truyen-ban-ti-dong-38-hao
Cưới Nhầm Thái Tử	Lệ Chi Dữ Tửu	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	8.2	75	https://truyenfull.vision/cuoi-nham-thai-tu
Trùng Sinh Đi Tra Nam!	Du Tử Tuế Tuế	Ngôn Tình, Trọng Sinh	8.2	68	https://truyenfull.vision/trung-sinh-di-tra-nam
Đêm Tân Hôn, Ta Bị Thái Tử Điên Cuồng Chiếm Đoạt	Vu Khê	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại, Sủng	8.2	49	https://truyenfull.vision/dem-tan-hon-ta-bi-thai-tu-dien-cuong-chiem-doat
Thân Ta Tự Mang Vinh Quang Vô Hạn	Zhihu	Trọng Sinh, Cổ Đại, Khác, Đoản Văn	8.2	43	https://truyenfull.vision/than-ta-tu-mang-vinh-quang-vo-han
Nuôi Dưỡng Một Mỹ Nữ Điên Cuồng	Siêu Cấp Mộc Đầu Dương	Bách Hợp, Trọng Sinh, Cổ Đại, Khác	8.2	42	https://truyenfull.vision/nuoi-duong-mot-my-nu-dien-cuong
Xuyên Thành Thời Xưa Cẩu Huyết Trong Sách Tra A	Lạc Tiểu Phái	Bách Hợp, Xuyên Không, Trọng Sinh, Hệ Thống	8.2	41	https://truyenfull.vision/xuyen-thanh-thoi-xua-cau-huyet-trong-sach-tra-a
Ta Và Tỷ Tỷ Cùng Sống Lại	Nam Hương Gia Hương	Trọng Sinh, Cổ Đại	8.2	30	https://truyenfull.vision/ta-va-ty-ty-cung-song-lai
Kẻ Đền Tội	Zhihu	Đô Thị, Trọng Sinh, Khác, Đoản Văn	8.2	26	https://truyenfull.vision/ke-den-toi
Câu Chuyện Về Số Mệnh Của Chúng Ta	Thù Thiến	Ngôn Tình, Xuyên Không, Trọng Sinh	8.2	26	https://truyenfull.vision/cau-chuyen-ve-so-menh-cua-chung-ta
Hôm Nay Tam Tiểu Thư Đã Làm Phản Chưa?	Tháp Tháp Một Não Đại	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Cường, Cổ Đại	8.2	23	https://truyenfull.vision/hom-nay-tam-tieu-thu-da-lam-phan-chua
Sau Khi Tôi Chết, Omega Bạc Tình Phát Cuồng Rồi	Mộ Mộ Thiên Tầm	Đô Thị, Bách Hợp, Trọng Sinh	8.2	20	https://truyenfull.vision/sau-khi-toi-chet-omega-bac-tinh-phat-cuong-roi
Biết Quân Như Cũ - Tiêu Lạt Thố Đầu	Tiêu Lạt Thố Đầu	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	8.2	20	https://truyenfull.vision/biet-quan-nhu-cu-tieu-lat-tho-dau
Sau Khi Con Gái Tôi Bị Tạt Axit	Kình Minh/鲸鸣	Đô Thị, Trọng Sinh, Nữ Cường, Khác	8.2	19	https://truyenfull.vision/sau-khi-con-gai-toi-bi-tat-axit
Tái Sinh Cùng Cô Em	Zhihu	Ngôn Tình, Đô Thị, Trọng Sinh, Đoản Văn	8.2	15	https://truyenfull.vision/tai-sinh-cung-co-em
Trọng Sinh Sau Bạch Nguyệt Quang Hôn Ta	Alexia0	Bách Hợp, Trọng Sinh	8.2	12	https://truyenfull.vision/trong-sinh-sau-bach-nguyet-quang-hon-ta
Quý Phi Trọng Sinh Thành Cung Nữ	Thước Thượng Tâm Đầu	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	8.2	10	https://truyenfull.vision/quy-phi-trong-sinh-thanh-cung-nu
Bưng Cành Vàng - Lục Trúc Thanh Thanh	Lục Trúc Thanh Thanh	Ngôn Tình, Trọng Sinh, Cổ Đại	8.2	10	https://truyenfull.vision/bung-canh-vang-luc-truc-thanh-thanh
Lạc Nguyệt - Sô Cô La Ovaltine	Sô Cô La Ovaltine	Đô Thị, Trọng Sinh, Khác	8.2	6	https://truyenfull.vision/lac-nguyet-so-co-la-ovaltine
Ngụy Thị Song Thư - Bán Lĩnh Thạch Lựu	Bán Lĩnh Thạch Lựu	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại	8.2	4	https://truyenfull.vision/nguy-thi-song-thu-ban-linh-thach-luu
Tự Cẩm	Đông Thiên Đích Liễu Diệp	Ngôn Tình, Trọng Sinh, Cổ Đại	8.1	2912	https://truyenfull.vision/tu-cam-270192
Trời Sinh Một Đôi	Đông Thanh Liễu Diệp	Xuyên Không, Trọng Sinh, Gia Đấu, Hài Hước	8.1	831	https://truyenfull.vision/troi-sinh-mot-doi
Thừa Tướng Yêu Nghiệt Sủng Thê	Sương Nhiễm Tuyết Y	Ngôn Tình, Trọng Sinh, Cổ Đại	8.1	486	https://truyenfull.vision/thua-tuong-yeu-nghiet-sung-the
Bạch Nhật Y Sam Tận	Cẩm Trúc	Ngôn Tình, Trọng Sinh, Cổ Đại	8.1	465	https://truyenfull.vision/bach-nhat-y-sam-tan
Làm Phi	Lệ Tiêu	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	8.1	447	https://truyenfull.vision/lam-phi
Trọng Sinh Chi Khí Hậu Quật Khởi	Kimngan Lu	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	8.1	349	https://truyenfull.vision/trong-sinh-chi-khi-hau-quat-khoi
Cố Chấp Trong Lòng Anh	Xuân Phong Lựu Hỏa	Ngôn Tình, Trọng Sinh, Dị Năng, Khác, Sủng	8.1	282	https://truyenfull.vision/co-chap-trong-long-anh
Sủng Hậu Tìm Chết Hàng Ngày	Nữ vương không ở nhà	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.1	267	https://truyenfull.vision/sung-hau-tim-chet-hang-ngay
Cách Phát Tài Của Thương Phụ	Tiêu Tùy Duyên	Ngôn Tình, Xuyên Không, Trọng Sinh, Điền Văn	8.1	207	https://truyenfull.vision/cach-phat-tai-cua-thuong-phu
Bàn Về Cách Nuôi Dưỡng Một Con Trung Khuyển Biến Đen	Tửu Hĩ	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại	8.1	172	https://truyenfull.vision/ban-ve-cach-nuoi-duong-mot-con-trung-khuyen-bien-den
[Quyển 1] Ảnh Hậu Giới Giải Trí Trọng Sinh	Du Nhân	Ngôn Tình, Trọng Sinh, Khác	8.1	165	https://truyenfull.vision/anh-hau-gioi-giai-tri-trong-sinh-504865
Nhập Nhầm Xác, Yêu Đúng Người!	Tựu Mộ	Ngôn Tình, Trọng Sinh	8.1	157	https://truyenfull.vision/nhap-nham-xac-yeu-dung-nguoi
Hết Mực Yêu Chiều	Nhất Trận Kinh Lôi	Ngôn Tình, Trọng Sinh, Khác	8.1	148	https://truyenfull.vision/het-muc-yeu-chieu
Thái Tử Cố Chấp Yêu Thầm Ta	Tam Sinh Đường	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	8.1	126	https://truyenfull.vision/thai-tu-co-chap-yeu-tham-ta
Hào Môn Nịch Sủng: Manh Thê Quá Đáng Yêu	Miêu Mao Nho	Ngôn Tình, Trọng Sinh, Sủng	8.1	106	https://truyenfull.vision/hao-mon-nich-sung-manh-the-qua-dang-yeu
Thập Niên 70: Xuyên Thành Vợ Của Vai Ác	Tùng Thử Tuý Ngư	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh, Nữ Cường, Điền Văn	8.1	102	https://truyenfull.vision/thap-nien-70-xuyen-thanh-vo-cua-vai-ac
Án Mạng Đêm Động Phòng	Tựu Mộ	Xuyên Không, Trọng Sinh, Hài Hước	8.1	96	https://truyenfull.vision/an-mang-dem-dong-phong
Trọng Sinh Trở Về Cuộc Sống Vương Giả Của Mỹ Nhân Bé Nhỏ	Hoa Nhật Phi	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.1	92	https://truyenfull.vision/trong-sinh-tro-ve-cuoc-song-vuong-gia-cua-my-nhan-be-nho
Mười Năm Về Sau	Cử Kỳ Vô Hối	Ngôn Tình, Trọng Sinh, Cổ Đại, Đoản Văn	8.1	68	https://truyenfull.vision/muoi-nam-ve-sau
[Quyển 2] Ninh Thư - Rất Là Lập Dị	Rất Là Lập Dị	Huyền Huyễn, Trọng Sinh, Nữ Cường, Mạt Thế, Nữ Phụ, Xuyên Nhanh, Hệ Thống	8.1	53	https://truyenfull.vision/quyen-2-ninh-thu-rat-la-lap-di
Chuyện Đôi Ta	Lục Xu	Ngôn Tình, Xuyên Không, Trọng Sinh	8.1	50	https://truyenfull.vision/chuyen-doi-ta
Vi Quan Hào Môn	Tuyết Mặc	Ngôn Tình, Đô Thị, Trọng Sinh, Sủng	8.1	46	https://truyenfull.vision/vi-quan-hao-mon
Trọng Sinh Đái Trứ Khuê Mật Tẩu Mạt Thế	Tùy Vân Lưu Thủy	Bách Hợp, Trọng Sinh, Nữ Cường, Mạt Thế	8.1	43	https://truyenfull.vision/trong-sinh-dai-tru-khue-mat-tau-mat-the
Sau Khi Sống Lại, Nương Ta Lạnh Lòng Rồi	Hoa Trong Gương	Ngôn Tình, Trọng Sinh, Nữ Cường, Gia Đấu, Cổ Đại, Khác	8.1	38	https://truyenfull.vision/sau-khi-song-lai-nuong-ta-lanh-long-roi
Nữ Đế Trọng Sinh	Tùy Vân Lưu Thủy	Bách Hợp, Trọng Sinh, Cung Đấu, Nữ Cường	8.1	36	https://truyenfull.vision/nu-de-trong-sinh
Lương Duyên Trời Định - Tố Uyên	Tố Uyên	Ngôn Tình, Trọng Sinh, Dị Năng, Hài Hước, Hệ Thống	8.1	29	https://truyenfull.vision/luong-duyen-troi-dinh-to-uyen
Tôi Không Sắm Vai Nữ Phụ Độc Ác Này Nữa	Tảo Xuân	Ngôn Tình, Đô Thị, Trọng Sinh	8.1	27	https://truyenfull.vision/toi-khong-sam-vai-nu-phu-doc-ac-nay-nua
Mang Theo Wechat Làm Thần Côn - Khương Chi Ngư	Khương Chi Ngư	Ngôn Tình, Đô Thị, Huyền Huyễn, Linh Dị, Thám Hiểm, Trọng Sinh, Dị Năng, Nữ Cường, Hài Hước, Sủng	8.1	19	https://truyenfull.vision/mang-theo-wechat-lam-than-con-khuong-chi-ngu
Tận Thế Đệ Nhất Công Hội		Ngôn Tình, Đô Thị, Khoa Huyễn, Trọng Sinh, Dị Năng, Nữ Cường, Mạt Thế	8.1	19	https://truyenfull.vision/tan-the-de-nhat-cong-hoi
Ánh Trăng Sáng Trước Mặt - Kiến Bạch Đầu	Kiến Bạch Đầu	Ngôn Tình, Đô Thị, Trọng Sinh	8.1	13	https://truyenfull.vision/anh-trang-sang-truoc-mat-kien-bach-dau
Số 13 Phố Mink	Thuần Khiết Tích Tiểu Long	Dị Giới, Huyền Huyễn, Xuyên Không, Trọng Sinh, Khác, Phương Tây	8.1	11	https://truyenfull.vision/so-13-pho-mink
Bạn Cùng Bàn Thật Sự Không Biết Xấu Hổ	Đồng Sư	Bách Hợp, Trọng Sinh	8.1	10	https://truyenfull.vision/ban-cung-ban-that-su-khong-biet-xau-ho
Thiếu Nữ Ballet - Ngã Thị Đại Vương	Ngã Thị Đại Vương	Ngôn Tình, Trọng Sinh, Khác, Đoản Văn	8.1	7	https://truyenfull.vision/thieu-nu-ballet-nga-thi-dai-vuong
Quy Luật Sinh Tồn Của Chủ Mẫu Hầu Phủ	Phất Lạp Cơ Mễ Nhĩ Vương Quán	Ngôn Tình, Trọng Sinh, Cổ Đại	8.1	7	https://truyenfull.vision/quy-luat-sinh-ton-cua-chu-mau-hau-phu
Tiểu Giai Nhân Khuynh Thành	Nữ Vương Bất Tại Gia	Ngôn Tình, Trọng Sinh, Cổ Đại	8	533	https://truyenfull.vision/tieu-giai-nhan-khuynh-thanh
Cưng Chiều Vợ Yêu Phúc Hắc Dễ Thương	Tiên Nhược An Nhiên	Ngôn Tình, Trọng Sinh, Sủng	8	356	https://truyenfull.vision/cung-chieu-vo-yeu-phuc-hac-de-thuong
Trái Tim Vai Phản Diện	Hội Đường	Ngôn Tình, Đô Thị, Trọng Sinh, Nữ Phụ, Sủng	8	275	https://truyenfull.vision/trai-tim-vai-phan-dien-357593
Cửu Trọng Tử	Chi Chi	Xuyên Không, Trọng Sinh, Cổ Đại	8	264	https://truyenfull.vision/cuu-trong-tu
Đến Lượt Em Yêu Anh	Sâm Trung Nhất Tiểu Yêu	Ngôn Tình, Trọng Sinh	8	248	https://truyenfull.vision/den-luot-em-yeu-anh
Trùng Sinh Chi Thứ Nữ Tâm Kế	Tô Tiểu Lương	Trọng Sinh, Gia Đấu, Cổ Đại	8	220	https://truyenfull.vision/trung-sinh-chi-thu-nu-tam-ke
Vợ Của Vai Ác Không Dễ Làm	Tử Thanh Du	Ngôn Tình, Trọng Sinh	8	212	https://truyenfull.vision/vo-cua-vai-ac-khong-de-lam
Phù Dung	Hắc Đê U	Ngôn Tình, Trọng Sinh, Cổ Đại	8	192	https://truyenfull.vision/phu-dung
Thư Ký Toàn Năng Của Đường Tổng	Đây Là Một Bẹ Cải	Ngôn Tình, Trọng Sinh, Sủng	8	181	https://truyenfull.vision/thu-ky-toan-nang-cua-duong-tong
Đỉnh Luyện Thần Ma	thanhnguyen01	Dị Giới, Huyền Huyễn, Xuyên Không, Trọng Sinh	8	166	https://truyenfull.vision/dinh-luyen-than-ma
Cuồng Hậu Ngoan Ngoãn Để Trẫm Sủng	Thủy Thanh Thiển	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại	8	155	https://truyenfull.vision/cuong-hau-ngoan-ngoan-de-tram-sung
Kiều Thê Khó Dỗ	Hắc Tử Triết	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8	153	https://truyenfull.vision/kieu-the-kho-do
Chị Gái Giả Mạo Tôi Là Mối Tình Đầu Của Boss	Minh Quế Tái Tửu	Ngôn Tình, Trọng Sinh, Sủng	8	150	https://truyenfull.vision/chi-gai-gia-mao-toi-la-moi-tinh-dau-cua-boss
Phu Quân Trước Của Ta Là Quyền Thần	Cửu Lam	Ngôn Tình, Trọng Sinh, Cung Đấu, Nữ Phụ, Sủng	8	148	https://truyenfull.vision/phu-quan-truoc-cua-ta-la-quyen-than
Hạnh Phúc Đến Từ Anh	Phi Yến	Ngôn Tình, Trọng Sinh, Sủng	8	139	https://truyenfull.vision/hanh-phuc-den-tu-anh
Lạc Mất Cô Dâu Xung Hỉ	Nguyên Lai	Ngôn Tình, Đô Thị, Trọng Sinh	8	129	https://truyenfull.vision/lac-mat-co-dau-xung-hi-250823
Thủ Phụ Sủng Thê	Vũ Phạn	Ngôn Tình, Trọng Sinh, Cổ Đại, Ngược, Khác, Sủng	8	127	https://truyenfull.vision/thu-phu-sung-the
Công Chúa Thay Đổi	Bố Đinh Lưu Ly	Ngôn Tình, Trọng Sinh	8	124	https://truyenfull.vision/cong-chua-thay-doi
Vương Phi Thần Trộm	An Dĩ Mạch	Ngôn Tình, Trọng Sinh, Hài Hước	8	108	https://truyenfull.vision/vuong-phi-than-trom
Em Muốn Ly Hôn	Phi Yến	Ngôn Tình, Trọng Sinh, Khác	8	102	https://truyenfull.vision/em-muon-ly-hon
